"precinct","town","total.pop","p.white","p.black","p.aian","p.asian","p.nhpi","p.other","p.multi","p.hisp","edupop","lesshs","hs","scol","bach","graddeg","p.colgrad","p.owner","p.renter","p.poverty","medinc","pres.score.g16","gov.score.g18","pres.score.g20"
"Alden 1","Alden",1172,96.93,0.34,0,1.02,0,0,0.68,1.19,939,57,363,263,176,83,27.48,79.95,20.14,5.97,79317,33.68,34.47,38.84
"Alden 2","Alden",1278,94.91,3.44,0,1.25,0,0,0.31,0.16,967,83,375,348,109,54,16.86,95.22,4.78,5.01,84590,22.82,23.14,24.8
"Alden 3","Alden",573,94.94,3.49,0,1.22,0,0,0.35,0.17,434,37,168,156,49,25,17.05,95.1,4.9,5.06,96963,29.22,25.12,33.09
"Alden 4","Alden",1952,78.28,17.11,0.51,0.82,0,0,0.31,3.12,1637,372,670,418,118,61,10.93,95.22,4.78,3.28,77457,22.48,22.73,27.27
"Alden 5","Alden",1750,82.23,13.83,0.4,0.91,0,0.06,0.34,2.46,1433,280,579,399,117,60,12.28,95.26,4.81,3.71,83461,24.9,24.76,26.3
"Alden 6","Alden",1441,96.95,0.28,0,1.04,0,0,0.62,1.25,1155,70,447,323,216,102,27.53,79.92,20.15,5.97,79318,31.73,34.36,36.13
"Alden 7","Alden",1661,94.64,3.73,0.06,1.2,0,0,0.3,0.18,1259,112,488,450,141,70,16.68,95.26,4.74,4.94,79318,22.77,24.36,23.96
"Amherst 1","Amherst",1435,90.66,2.02,0.07,0.56,0,0.07,4.6,2.23,1193,79,164,251,330,371,58.76,83.32,16.68,3.28,84462,59.75,61.31,65.97
"Amherst 2","Amherst",947,90.18,2.53,0,0.53,0,0.11,4.86,2.11,772,54,110,171,209,229,56.74,83.19,16.81,3.8,92620,56.35,53.47,61.79
"Amherst 3","Amherst",541,87.99,1.85,0.18,4.07,0,0,3.33,3.33,457,25,65,116,122,130,55.14,75.1,24.9,5.91,95460,61.02,64.19,64.45
"Amherst 4","Amherst",938,89.45,1.92,0.11,2.13,0,0.11,3.94,2.77,787,48,110,180,215,237,57.43,79.74,20.26,4.37,89383,52.8,57.14,64.05
"Amherst 5","Amherst",3123,88.28,0.93,0.03,2.5,0,0.03,5.51,2.82,2620,195,358,782,683,605,49.12,74.7,25.3,6.47,89031,45.41,49,55.99
"Amherst 6","Amherst",2307,87.3,4.51,0.04,1.39,0,0.09,5.16,1.69,1736,141,289,496,420,392,46.72,79.76,20.24,7.02,86191,54.12,54.39,59.44
"Amherst 7","Amherst",1433,86.67,4.95,0,1.61,0,0.07,5.23,1.61,1056,90,183,321,247,218,44.03,78.97,21.1,7.82,77228,53.44,49.7,59.26
"Amherst 8","Amherst",1399,86.56,4.65,0.71,1.5,0,0.07,5.15,1.57,1034,79,165,299,249,243,47.58,80.18,19.82,7.08,80690,55.94,56.82,64.64
"Amherst 9","Amherst",1244,85.29,3.54,4.42,0.88,0.08,0.08,4.34,1.69,941,22,70,185,283,383,70.78,89.54,10.54,2.09,102419,64.72,66.37,70.73
"Amherst 10","Amherst",1376,85.32,4,3.56,1.02,0.07,0.07,4.43,1.74,1038,34,94,221,305,386,66.47,88.06,11.94,3.05,102654,63.02,60.94,70.87
"Amherst 11","Amherst",1318,81.56,10.93,0.08,0.99,0.3,0.08,3.57,2.81,1040,30,109,202,395,305,67.31,95.2,4.87,4.02,102419,68.34,66.47,73.19
"Amherst 12","Amherst",1072,81.53,10.91,0,1.03,0.28,0.09,3.64,2.89,845,24,89,164,321,248,67.34,95.13,4.87,4.01,96748,61.61,56.95,67.59
"Amherst 13","Amherst",1873,81.21,11.21,0.05,1.01,0.27,0.05,3.58,2.83,1476,43,156,289,559,431,67.07,94.91,5.15,4.16,79206,64.66,66.45,71.04
"Amherst 14","Amherst",1501,61.09,15.46,0.07,11.13,0,0.07,6.2,6.33,1254,108,248,423,316,161,37.96,63.51,36.49,18.45,61077,76.01,71.78,75.24
"Amherst 15","Amherst",1579,75.93,7.6,0.06,3.86,0.06,0.7,8.04,3.99,1252,58,156,315,383,342,57.91,79.57,20.43,8.3,79904,66.03,67.7,73.37
"Amherst 16","Amherst",1628,74.2,6.51,0,4.79,0.06,0.92,9.46,4.3,1293,67,169,348,366,345,54.91,74.04,25.96,9.71,96748,61.17,60.33,66.56
"Amherst 17","Amherst",1498,74.17,6.54,0,4.81,0.07,0.93,9.41,4.34,1190,62,156,320,337,317,54.96,74.09,25.99,9.68,96748,61.96,58.47,67.24
"Amherst 18","Amherst",1834,78.3,3.98,0.05,4.47,0.05,0.55,6.49,6.38,1468,65,175,351,468,412,59.88,78.58,21.47,6.98,101946,62.23,61.92,71.05
"Amherst 19","Amherst",1304,83.67,0.69,0.08,4.06,0,0.08,2.68,9.05,1054,37,111,212,384,313,66.13,83.83,16.17,3.45,91479,61.89,62.19,69.91
"Amherst 20","Amherst",1554,83.66,0.64,0.06,4.12,0,0.06,2.64,9.07,1257,43,132,252,458,374,66.19,83.85,16.21,3.41,83360,57.71,55.91,60.73
"Amherst 21","Amherst",2147,84.35,1.26,0.05,6.19,0,0.05,2.1,6.15,1793,70,238,471,533,483,56.66,73.34,26.71,6.75,91977,54.14,56.04,61
"Amherst 22","Amherst",1003,83.95,1.6,0.1,8.57,0,0,1.4,4.59,858,33,130,269,218,210,49.77,63.44,36.56,9.67,102862,53.29,58.87,62.54
"Amherst 23","Amherst",1950,84.1,1.54,0.05,8.31,0,0,1.64,4.46,1666,68,250,525,422,403,49.46,63.85,36.15,9.54,90614,42.57,44.19,52.08
"Amherst 24","Amherst",1251,77.3,0.08,0.08,19.66,0,0.08,1.44,1.68,1001,29,98,309,309,258,56.64,72.08,28,6.47,89130,54.99,54.17,61.15
"Amherst 25","Amherst",1065,77.37,0.09,0,19.72,0,0.09,1.41,1.69,852,25,84,263,264,220,56.69,72.02,27.98,6.48,76006,49.4,50.76,56.67
"Amherst 26","Amherst",2476,79.64,0.65,0.04,15.15,0,0.04,1.82,2.83,1976,72,217,539,615,535,58.2,76.8,23.24,5.01,89434,46.63,48.56,54.55
"Amherst 27","Amherst",975,85.95,2.46,0.1,2.77,0,0,2.87,6.15,773,45,110,136,246,238,62.61,90,10.1,1.03,122813,52.63,51.83,58.65
"Amherst 28","Amherst",890,85.84,2.47,0.11,2.81,0,0.11,2.92,6.18,705,41,100,124,224,217,62.55,89.95,10.16,1.12,96406,53.33,54.78,60.23
"Amherst 29","Amherst",1798,83.98,1.28,0.06,5.84,0,1.67,1.45,5.95,1482,29,172,359,472,451,62.28,93.32,6.68,3.67,107421,55.35,57.95,64.34
"Amherst 30","Amherst",1497,83.9,1.27,0.07,5.95,0,1.74,1.4,5.95,1235,23,143,301,394,376,62.27,93.46,6.61,3.74,101557,54.73,55.49,60.53
"Amherst 31","Amherst",2364,77.37,2.5,0.04,12.35,0,1.18,2.07,4.61,1950,43,277,492,618,522,58.41,84.43,15.57,11.25,92699,50.17,54.01,57.02
"Amherst 32","Amherst",949,67.12,6.01,0.11,19.92,0.11,0.21,3.69,3.27,783,28,138,214,241,165,51.72,68.05,31.95,18.12,77642,54.87,54.26,60.3
"Amherst 33","Amherst",1457,63.35,11.26,0.21,15.24,0,0.07,5.01,5.08,1227,60,181,399,348,239,47.84,58.59,41.48,6.11,74905,54.15,59.29,61.73
"Amherst 34","Amherst",2166,61.5,16.85,0.97,7.11,0,0.18,5.54,7.94,1625,80,390,476,421,259,41.85,85.51,14.49,8.54,66840,55.28,58.35,59.32
"Amherst 35","Amherst",1630,60.55,17.67,1.04,7.3,0,0.18,5.28,8.22,1218,60,303,359,314,184,40.8,86.33,13.74,8.47,66840,64.29,64.48,66.38
"Amherst 36","Amherst",1489,60.98,15.45,0,11.15,0,0,6.18,6.31,1244,108,246,419,313,160,37.94,63.48,36.52,18.47,58078,69.12,67.97,72.87
"Amherst 37","Amherst",1818,61,15.46,0.06,11.11,0,0,6.22,6.33,1518,131,300,512,382,195,37.94,63.58,36.47,18.43,73157,62.23,63.76,67.21
"Amherst 38","Amherst",959,63.5,11.16,0.21,15.43,0,0,4.9,5.01,810,40,119,266,230,157,47.65,58.12,41.99,6.15,70193,59.52,58.73,64.41
"Amherst 39","Amherst",1650,63.27,11.03,0.18,15.82,0,0.06,4.85,5.09,1397,68,203,457,397,274,48.03,57.31,42.75,6.48,66919,68.69,69.35,70.23
"Amherst 40","Amherst",3231,55.43,10.34,0.34,21.67,0.06,0.15,2.69,9.41,3061,70,498,1732,430,334,24.93,27.46,72.54,15.35,55400,78.02,83.03,80.61
"Amherst 41","Amherst",2730,53.08,16.15,0.59,15.53,0.11,0.04,4.43,10.22,2612,1,554,1956,76,27,3.94,71.43,31.43,0.29,53904,84.06,89.83,92.46
"Amherst 42","Amherst",3100,64.19,8.39,0.29,17.39,0.06,0.23,3.45,6.16,2695,57,518,1278,499,345,31.28,74.61,25.39,10.61,91560,49.17,48.47,52.96
"Amherst 43","Amherst",921,79.8,0.54,0.43,11.07,0,0.76,1.74,6.08,734,39,115,232,192,158,47.68,84.77,15.34,3.91,106708,58.22,58.72,64.53
"Amherst 44","Amherst",1249,79.74,0.56,0.4,11.05,0,0.72,1.68,6.08,996,52,156,314,260,215,47.69,84.68,15.32,3.84,101557,54.08,55.22,62.55
"Amherst 45","Amherst",820,82.93,1.22,0.12,10.98,0,0.37,2.44,2.56,696,28,186,132,151,202,50.57,66.23,33.77,5.85,96406,50.18,50.92,55.3
"Amherst 46","Amherst",1537,82.95,1.17,0,10.87,0,0.26,2.41,2.47,1305,51,349,247,282,378,50.57,66.27,33.8,5.79,103367,57.02,61.14,60.82
"Amherst 47","Amherst",1492,82.91,1.14,0,10.92,0,0.27,2.41,2.48,1266,50,338,240,274,367,50.63,66.38,33.69,5.76,103367,55.5,57.9,67.17
"Amherst 48","Amherst",835,82.99,1.2,0,10.9,0,0.36,2.4,2.51,709,28,190,134,153,205,50.49,66.2,33.8,5.75,114044,53.2,58.57,59.75
"Amherst 49","Amherst",1353,79.75,0.59,0.44,11.01,0,0.67,1.7,6.06,1078,56,169,340,282,232,47.68,84.67,15.33,3.84,101151,54.05,55.67,60.98
"Amherst 50","Amherst",1372,58.45,3.06,0.07,29.52,0,0.36,0.44,8.38,1284,66,128,427,362,303,51.71,26.69,73.39,34.48,61607,60.06,63.64,66.52
"Amherst 51","Amherst",2380,71.72,8.28,0,13.4,0,0.04,1.01,5.71,1996,160,245,616,592,385,48.9,56.73,43.32,17.27,51719,54.18,53.71,61.77
"Amherst 52","Amherst",880,89.32,1.36,0.11,6.48,0,0.11,1.82,1.36,699,19,82,188,191,222,58.94,97.72,2.28,3.75,116726,55.28,54.7,61.47
"Amherst 53","Amherst",2054,89.29,1.31,0.05,6.43,0,0.05,1.75,1.31,1632,43,190,439,444,518,58.88,97.8,2.2,3.75,115386,54.02,54.1,58
"Amherst 54","Amherst",2011,85.23,1.69,0,7.76,0,0.05,3.63,1.79,1510,54,142,242,407,668,71.13,96.26,3.78,0.94,121556,58.12,56.9,61.69
"Amherst 55","Amherst",1370,85.26,1.68,0,7.81,0,0.07,3.65,1.82,1029,37,97,165,277,455,71.14,96.2,3.87,0.95,114044,48.04,48.64,54.5
"Amherst 56","Amherst",1690,85.21,1.72,0.06,7.75,0,0.06,3.61,1.78,1269,46,119,203,342,562,71.16,96.21,3.85,0.95,114951,51.65,52.24,59.19
"Amherst 57","Amherst",890,85.28,1.69,0,7.75,0,0,3.6,1.8,668,24,63,107,180,296,71.26,96.18,3.82,1.01,158089,52.6,50.49,59.57
"Amherst 58","Amherst",2064,89.24,1.36,0.05,6.4,0.05,0,1.74,1.31,1640,43,191,441,446,520,58.9,97.76,2.24,3.78,118075,51.6,52.73,58.46
"Amherst 59","Amherst",585,89.23,3.59,0.85,4.62,0.34,0.17,0.51,1.2,509,43,129,147,109,83,37.52,47.81,52.19,20,94112,53.06,54.11,70.77
"Amherst 60","Amherst",919,89.34,1.41,0.11,6.42,0.11,0.11,1.74,1.31,730,19,86,197,199,232,58.9,97.81,2.3,3.81,94112,49.58,47.61,52.9
"Amherst 61","Amherst",2464,89.41,3.21,0.69,4.83,0.2,0,0.69,1.14,2117,160,495,604,470,391,40.62,56.56,43.44,17.53,99023,54.39,58.23,63.13
"Amherst 62","Amherst",1592,68.53,3.58,0.25,20.92,0.06,0.25,0.57,6.09,1447,89,209,462,383,306,47.62,36.21,63.85,28.39,61880,62.33,62.63,66.78
"Amherst 63","Amherst",2093,71.81,8.31,0.05,13.28,0,0.05,1,5.69,1754,141,216,541,520,338,48.92,56.9,43.14,17.15,61022,52.21,52.82,60.56
"Amherst 64","Amherst",1678,71.81,8.28,0.06,13.29,0,0,1.01,5.72,1406,113,173,434,417,271,48.93,56.9,43.1,17.16,74492,53.39,57.96,61.87
"Amherst 65","Amherst",2663,62.64,15.73,0.15,9.91,0,0,3.34,8.22,1877,253,430,589,342,265,32.29,53.15,46.85,9.5,73577,56.87,63.33,59.07
"Amherst 66","Amherst",408,84.8,1.72,0.25,8.09,0,0,3.19,2.7,357,18,74,106,100,61,44.82,79.56,20.44,7.6,78540,51.86,52.22,56.34
"Amherst 67","Amherst",2212,82.64,1.76,0.14,9.18,0.05,0,3.12,3.25,1874,83,366,525,536,366,48.13,79.77,20.27,7.55,104968,50.79,48.47,52.99
"Amherst 68","Amherst",1595,75.8,4.26,0,12.23,0,0,7.84,0.06,1110,42,128,279,341,321,59.64,76.02,24.04,12.16,132664,54.02,57.7,59.73
"Amherst 69","Amherst",1471,78.04,3.2,0.14,11.28,0,0,5.57,1.9,1064,38,125,231,319,353,63.16,82.57,17.49,7.95,130475,54.01,49.45,55.24
"Amherst 70","Amherst",3154,79.04,3.36,0.03,10.65,0,0.03,6.37,0.63,2254,84,242,491,662,778,63.84,82.96,17.04,8.28,145358,51.56,53.07,59.76
"Amherst 71","Amherst",1808,75.77,4.26,0.06,12.17,0,0,7.8,0.06,1258,48,145,316,387,365,59.7,76.02,24.03,12.11,140112,48.73,52.17,57.36
"Amherst 72","Amherst",1732,76.91,3.29,0.29,13.39,0,0,2.77,3.52,1386,164,200,260,421,343,55.05,93.13,6.93,18.94,133884,50.49,51.39,55.55
"Amherst 73","Amherst",1011,76.85,3.26,0.3,13.35,0,0,2.77,3.56,809,96,117,152,246,200,55.13,93.18,6.82,18.99,114480,50.57,52.55,56.18
"Amherst 74","Amherst",3161,75.13,2.53,0.51,13.73,0,0,1.46,6.68,2489,153,388,486,786,678,58.82,86.97,13.03,10.16,135596,43.62,44.93,55.78
"Amherst 75","Amherst",3090,74.05,2.07,0.65,13.98,0,0,0.68,8.64,2408,60,393,482,779,695,61.21,83.14,16.86,4.72,108790,40.44,43.7,46.85
"Amherst 76","Amherst",557,74.15,2.15,0.72,14,0,0,0.72,8.62,435,11,71,88,141,126,61.15,83.3,16.88,4.85,105315,43.43,45.6,49.42
"Amherst 77","Amherst",2756,73.48,8.82,0.11,8.96,0,0,3.23,5.48,2171,191,472,661,508,342,39.11,66.08,33.95,8.49,78540,58.6,61.23,64.35
"Amherst 78","Amherst",2708,62.63,15.77,0.15,9.93,0,0,3.36,8.23,1908,257,438,599,347,269,32.29,53.15,46.89,9.49,79629,55.22,58.87,61.89
"Amherst 79","Amherst",730,89.32,1.37,0,6.44,0,0,1.78,1.37,580,16,68,156,158,184,58.97,97.8,2.2,3.84,136578,52.92,51.09,58.53
"Aurora 1","Aurora",763,95.41,0.39,0,0.39,0,0,1.97,2.1,598,23,126,113,186,151,56.19,82.88,17.12,2.49,93584,58.77,58.12,68.01
"Aurora 2","Aurora",1387,95.24,0.79,0,0.87,0,0,1.95,1.37,1116,36,254,260,296,271,50.81,80.34,19.66,1.44,96269,58.27,55.52,68.22
"Aurora 3","Aurora",1260,95.48,0.4,0,0.32,0,0,1.9,2.06,987,39,207,185,308,249,56.43,83.06,16.94,2.54,93584,58.44,57.61,62.23
"Aurora 4","Aurora",866,95.73,0.46,0,0.35,0,0,1.96,1.96,681,27,143,131,212,169,55.95,83.89,16.23,2.66,93584,57.46,59.76,63.6
"Aurora 5","Aurora",814,95.33,0.74,0,0.86,0,0,1.97,1.35,656,22,149,154,175,158,50.76,80.81,19.33,1.6,96269,56.81,52.13,62.02
"Aurora 6","Aurora",1576,95.11,0.19,0,0.06,0.06,0.06,1.27,3.43,1291,36,333,373,328,223,42.68,84.31,15.69,1.08,110542,35.72,34.05,42.11
"Aurora 7","Aurora",2218,97.39,0.32,0,0.14,0,0.05,1.76,0.5,1832,80,383,487,530,353,48.2,91.49,8.51,3.02,86399,40.95,38.44,45.99
"Aurora 8","Aurora",1510,95.89,0.26,0,0.07,0.07,0.07,1.46,2.52,1240,41,301,348,329,223,44.52,86.54,13.46,1.72,111345,38.48,40.28,46.2
"Aurora 9","Aurora",1978,96.26,0.56,0.05,0.51,0.05,0.05,1.82,0.96,1612,61,353,401,446,353,49.57,85.88,14.17,2.17,92228,46.27,45.39,52.72
"Aurora 10","Aurora",1540,96.43,0.32,0.06,0.19,0.06,0.06,1.62,1.56,1266,48,287,344,349,240,46.52,88.39,11.68,2.27,107969,43.45,42.13,51.07
"Boston 1","Boston",676,96.89,0.15,0.15,0.74,0,0.3,1.63,0.59,554,16,206,158,108,68,31.59,88.44,11.56,6.95,87238,33.56,33.56,40.14
"Boston 2","Boston",1222,91.49,0.08,0.33,0.08,0.08,2.45,4.91,0.98,1029,28,317,332,236,118,34.4,83.37,16.71,6.06,108324,37.01,36.42,41.41
"Boston 3","Boston",1452,91.53,0.07,0.28,0,0,2.48,4.89,0.96,1224,33,378,395,281,140,34.31,83.32,16.68,6.06,85680,32.15,31.95,40.83
"Boston 4","Boston",2849,93.96,0.04,0.18,0.35,0,1.44,3.4,0.74,2372,64,800,725,507,279,33.09,85.6,14.4,6.46,82542,33.15,31.22,37.48
"Boston 5","Boston",469,94.88,0.21,0.21,0.64,0,1.28,2.99,0.85,389,11,135,117,82,46,32.9,86.32,13.68,6.61,83626,35.54,33.55,42.99
"Boston 6","Boston",1311,97.1,0.08,0.08,0.76,0,0.15,1.53,0.53,1074,29,404,304,207,131,31.47,88.56,11.44,7.02,84882,24.31,28.68,32.27
"Brant 1","Brant",789,92.9,1.9,1.27,0.13,0,0.13,3.8,0.25,659,60,251,207,89,54,21.55,77.44,22.69,15.34,67388,27.24,31.39,31.13
"Brant 2","Brant",881,51.87,1.93,31.9,2.61,0,1.02,7.95,2.95,657,63,266,196,86,48,20.4,75.51,24.49,23.27,59469,47.49,46.41,48.52
"Brant 3","Brant",107,93.46,2.8,1.87,0,0,0,3.74,0.93,90,9,34,28,13,8,22.22,77.36,22.64,15.89,77232,38.24,42.27,43.88
"Brant 4","Brant",1176,70.92,1.96,17.69,1.45,0,0.51,6.04,1.7,926,87,365,282,123,71,20.95,76.22,23.78,19.56,64868,28.13,25.93,36.58
"Cheektowaga 1","Cheektowaga",1362,93.39,1.32,0,0.66,0,0.22,0.29,4.33,1107,79,386,332,185,127,28.18,81.61,18.39,6.02,82083,43.4,44.14,47.18
"Cheektowaga 2","Cheektowaga",1067,90.16,4.5,0.09,1.12,0,0.37,0.56,3.47,838,81,297,247,133,82,25.66,86.26,13.74,8.15,72177,42.2,46.78,47.31
"Cheektowaga 3","Cheektowaga",806,92.8,0.12,0.5,4.34,0,0.12,1.12,1.49,657,68,275,195,97,24,18.42,82.17,17.83,9.93,67851,37.97,45.96,44.97
"Cheektowaga 4","Cheektowaga",217,87.1,6.45,0,2.3,0,0.46,0.92,4.61,161,14,58,51,22,18,24.22,88.67,11.33,9.22,67520,36.6,39.81,45.75
"Cheektowaga 5","Cheektowaga",1082,81.79,4.16,0,6.65,0.09,0.37,3.42,3.97,900,89,353,214,158,88,27.33,73.45,26.64,9.89,58022,43.43,48.69,49.41
"Cheektowaga 6","Cheektowaga",1100,87.36,2.36,0.27,3.09,0,0.36,1.55,5.45,871,64,343,299,111,57,19.17,82.28,17.81,9.36,69549,48.68,50,49.31
"Cheektowaga 7","Cheektowaga",1572,81.74,4.64,0,1.72,0,0.64,1.91,9.54,1210,50,442,474,127,119,20.33,82.3,17.76,8.65,76406,42.48,42.57,47.66
"Cheektowaga 8","Cheektowaga",747,88.22,3.08,0,3.88,0,0.4,2.41,2.28,639,73,273,132,113,49,25.35,75.97,24.03,9.5,60421,44.12,33.33,38.24
"Cheektowaga 9","Cheektowaga",412,79.61,9.22,0.24,2.43,0.24,1.7,1.94,5.58,357,29,158,74,67,31,27.45,68.2,32.04,4.61,61465,43.91,49.4,54.06
"Cheektowaga 10","Cheektowaga",147,80.27,9.52,0.68,2.72,0,2.04,2.04,6.12,128,11,57,26,24,11,27.34,68.71,31.97,4.76,71516,44.78,47.75,47.87
"Cheektowaga 11","Cheektowaga",131,80.15,9.16,0,3.05,0,2.29,2.29,6.11,113,9,50,24,22,11,28.32,68.7,32.06,4.58,73464,44.39,44.39,51.42
"Cheektowaga 12","Cheektowaga",1066,75.61,12.2,0.09,3.47,0.19,0.38,3.56,4.78,884,40,219,292,217,118,37.9,89.96,10.13,9.57,80976,57.77,61.52,61.06
"Cheektowaga 13","Cheektowaga",1320,79.62,7.88,0.08,3.26,0.08,0,3.94,5.45,1103,48,293,357,281,125,36.81,93.41,6.59,10.98,60284,56.84,57.85,58.91
"Cheektowaga 14","Cheektowaga",1042,72.65,15.26,0.1,3.74,0.29,0.58,3.45,4.41,859,39,202,286,205,128,38.77,87.72,12.28,8.73,78365,54.72,57.07,63.38
"Cheektowaga 15","Cheektowaga",1152,54.17,33.16,0,5.12,0.43,1.13,3.47,2.69,933,44,201,342,180,168,37.3,77.07,22.93,6.6,70590,78.02,76.84,81.04
"Cheektowaga 16","Cheektowaga",2236,39.98,45.13,0,6.35,0.09,0.36,5.23,3,1834,83,509,732,288,223,27.86,74.42,25.58,9.7,59450,77.41,78.17,80
"Cheektowaga 17","Cheektowaga",13,84.62,15.38,0,7.69,0,7.69,7.69,7.69,11,1,5,3,3,2,36.36,69.23,30.77,7.69,84980,13.33,0,0
"Cheektowaga 18","Cheektowaga",1629,84.53,5.16,0.06,0.8,0,0,1.53,8.1,1313,77,443,475,245,76,24.45,73.83,26.23,5.83,82636,40.51,45.35,49.33
"Cheektowaga 19","Cheektowaga",1584,92.55,1.14,0.06,0.82,0,0,0.06,5.56,1254,67,435,399,193,162,28.31,81.12,18.95,5.68,75247,41.96,44.11,45.44
"Cheektowaga 20","Cheektowaga",736,79.62,7.88,0,3.26,0.14,0.14,3.94,5.57,615,27,163,199,157,70,36.91,93.48,6.66,11.01,55554,56.45,56.46,61.54
"Cheektowaga 21","Cheektowaga",880,79.43,7.95,0,3.3,0.11,0,3.98,5.45,734,32,195,238,187,83,36.78,93.18,6.93,11.02,53760,49.89,53.3,60.43
"Cheektowaga 22","Cheektowaga",839,74.85,15.49,0.6,5.24,0,0,0.12,4.05,705,34,253,254,121,44,23.4,47.14,52.99,10.61,75036,53.52,52.55,55.19
"Cheektowaga 23","Cheektowaga",631,80.51,12.68,1.9,0.79,0,0,0.95,3.8,535,39,141,199,113,44,29.35,78.22,21.78,8.72,69746,54.87,51.96,53.4
"Cheektowaga 24","Cheektowaga",732,80.46,12.7,1.91,0.68,0,0,0.82,3.69,620,45,164,232,131,51,29.19,78.08,21.92,8.74,73333,45.74,47.86,54.35
"Cheektowaga 25","Cheektowaga",617,80.55,12.8,1.94,0.65,0,0,0.81,3.73,523,38,138,195,110,43,29.25,78.21,21.95,8.75,73333,43.3,48.57,48.29
"Cheektowaga 26","Cheektowaga",819,52.01,29.67,0,4.27,0.49,0.12,13.92,0,606,76,197,222,89,24,18.65,33.29,66.83,15.87,52817,55.98,55.3,59.51
"Cheektowaga 27","Cheektowaga",629,51.67,29.89,0,4.29,0.48,0,13.99,0,465,59,151,170,69,19,18.71,32.8,67.36,15.9,41362,64,59.54,65.93
"Cheektowaga 28","Cheektowaga",825,92.48,1.21,0.12,0.85,0,0,0.24,5.33,658,34,229,208,107,82,28.72,82.48,17.52,5.45,75517,36.46,43.02,42.86
"Cheektowaga 29","Cheektowaga",743,51.82,29.74,0,4.17,0.54,0.13,13.86,0.13,549,69,178,201,81,22,18.76,33.2,66.8,15.88,57264,49.32,55.7,54.48
"Cheektowaga 30","Cheektowaga",1307,51.64,29.84,0,4.21,0.46,0.08,13.85,0.08,966,121,313,353,142,39,18.63,32.82,67.18,15.91,58871,61.38,63.85,64.09
"Cheektowaga 31","Cheektowaga",2700,36.85,47.78,0,6.59,0.04,0.19,5.59,3.04,2220,100,646,903,332,242,25.81,73.66,26.34,10.41,44502,80.76,80.42,82.56
"Cheektowaga 32","Cheektowaga",970,74.54,15.77,0.62,5.46,0,0.1,0.1,3.81,816,39,294,295,140,51,23.28,46.07,53.93,10.82,75395,70.1,70.49,76
"Cheektowaga 33","Cheektowaga",2141,49.88,34.1,0.05,1.73,0.14,0.42,7.8,6.03,1561,61,609,326,356,212,36.32,80.61,19.39,9.15,53760,76.98,78.47,78.37
"Cheektowaga 34","Cheektowaga",716,49.86,31.98,0,1.26,0.14,0.7,8.24,8.24,505,19,196,110,125,57,35.84,81.6,18.54,5.73,57174,66.5,70.04,70.85
"Cheektowaga 35","Cheektowaga",2006,74.43,15.85,0.55,5.43,0,0.05,0.05,3.84,1688,80,607,609,288,106,23.28,45.94,54.06,10.82,63936,47.06,49.14,50.09
"Cheektowaga 36","Cheektowaga",583,53.17,28.99,0,1.2,0.17,0.69,8.92,7.38,416,17,161,99,99,42,33.89,81.07,18.93,6,57049,53.18,59.67,63.98
"Cheektowaga 37","Cheektowaga",709,74.33,9.45,0,1.41,0.14,0.85,14.1,0.14,557,35,201,220,90,13,18.49,70.7,29.3,9.03,55624,51.31,52.33,57.26
"Cheektowaga 38","Cheektowaga",729,69.96,13.44,0,1.92,0.27,0.69,13.99,0,566,42,200,220,90,15,18.55,63.26,36.74,10.43,52816,42.37,42.41,51.94
"Cheektowaga 39","Cheektowaga",683,79.36,4.98,0,0.73,0,1.02,14.06,0.15,543,27,200,218,90,11,18.42,79.29,20.86,7.47,62754,54.21,50.43,53.33
"Cheektowaga 40","Cheektowaga",264,68.94,4.92,0,8.33,0,5.3,4.92,8.33,219,29,75,71,31,15,21,87.83,12.17,11.74,62754,44.6,51.86,53.34
"Cheektowaga 41","Cheektowaga",2084,80.95,11.23,0.29,2.5,0,0.05,0.29,4.85,1897,82,655,817,170,175,18.19,61.62,38.43,4.13,65003,49.74,53.62,53.54
"Cheektowaga 42","Cheektowaga",1398,53.15,24.39,0.64,5.58,0.14,1.72,6.44,8.15,1076,94,396,300,163,125,26.67,73.27,26.8,14.81,53956,75.86,79.43,81.46
"Cheektowaga 43","Cheektowaga",645,80.47,12.25,0,2.79,0,0.16,0.16,4.65,595,21,208,260,51,57,17.98,60.34,39.81,2.95,60354,59.95,65.55,66.53
"Cheektowaga 44","Cheektowaga",1661,53.34,18.06,1.08,6.44,0,2.35,6.5,12.4,1253,137,446,406,163,103,21.23,68.44,31.56,13.61,59539,52.16,56.54,62.43
"Cheektowaga 45","Cheektowaga",1223,40.47,26.98,2.21,5.97,0,0.08,7.77,16.76,852,86,311,294,84,79,19.01,49.34,50.74,16.84,59539,72.73,71.26,76.67
"Cheektowaga 46","Cheektowaga",716,84.5,5.03,0.14,3.07,0,0.14,7.12,0.7,593,45,197,219,101,34,22.6,77.09,23.04,14.94,49771,39.4,46.96,46.11
"Cheektowaga 47","Cheektowaga",2351,84.3,5.06,0.04,2.98,0,0.04,7.02,0.68,1946,146,646,718,329,109,22.46,76.9,23.14,14.93,52031,39.68,47.85,43.91
"Cheektowaga 48","Cheektowaga",719,84.56,5.01,0,2.92,0,0.14,7.09,0.7,596,45,198,220,101,34,22.65,77.05,23.09,14.88,67868,47.28,46.28,48.89
